,ROLES,Companies,Experience,Salary,Location,Skills,Search,Clean_data,Title_new
1835,data science (ai & python program developers),ARMSOFTECH.AIR,2-6 ,,Chennai,"python,machine learning,cloud,aws,logistic regression,artificial intelligence,natural language processing","data science (ai & python program developers),Chennai",data science ai python program developer chennai,Developer
1836,data sciences engineer - big data,Talpro,2-5 ,,India,"big data,data sciences engineer,dba,data management,big data","data sciences engineer - big data,India",data science engineer big data india,Engineer
1837,big data developer - java/hive/mapreduce,Career Infosystem,5-10 ,,Bengaluru,"java,java,hive,scala,functional programming,data management,hadoop","big data developer - java/hive/mapreduce,Bengaluru",big data developer java hive mapreduce bengaluru,Developer
1838,software engineer sap data volume management,Confidential,8-13 ,,Bengaluru,"ap,sap abap,data archiving,sap data volume management,sap co,sap sd,sap abap","software engineer sap data volume management,Bengaluru",software engineer sap data volume management bengaluru,Manager
1839,junior data engineer - java programming,Serving Skill,7-10 ,,Bengaluru,"java,j2ee,software development,cloud,css,aws,azure","junior data engineer - java programming,Bengaluru",junior data engineer java programming bengaluru,Engineer
1840,big data engineer - java/scala/hadoop,Huquo Consulting Pvt. Ltd,7-11 ,,Bengaluru,"java,java,hive,design patterns,scala,hadoop,big data","big data engineer - java/scala/hadoop,Bengaluru",big data engineer java scala hadoop bengaluru,Engineer
1841,data engineer - database technologies,Catalyst,2-4 ,,Bengaluru,"oracle,ms sql,tableau,power bi,visualization,power bi,tableau","data engineer - database technologies,Bengaluru",data engineer database technology bengaluru,Engineer
1842,sdet/ lead quality engineer - big data/ automation testing,Serving Skill,4-8 ,,Bengaluru,"python,testing,automation testing,big data testing,sdet,scala,pyspark","sdet/ lead quality engineer - big data/ automation testing,Bengaluru",sdet lead quality engineer big data automation testing bengaluru,Lead
1843,"big data principal engineer : scala, jvm",Dev Solutions,12-20 ,8500000 - 10000000 ,Bengaluru,"aas,scala,kafka,it skills,big data,jvm,druid,big data","big data principal engineer : scala, jvm,Bengaluru",big data principal engineer scala jvm bengaluru,Engineer
1844,data engineer - etl methodology - iit/nit/bits,Huquo Consulting Pvt. Ltd,3-6 ,,Bengaluru,"ableau,power bi,data validation,power bi,etl tools,data management,webservices","data engineer - etl methodology - iit/nit/bits,Bengaluru",data engineer etl methodology iit nit bit bengaluru,Engineer
1845,data engineer - big data & analytics,Serving Skill,6-10 ,,Bengaluru,"rdbms,data pipeline,scala,pyspark,cloudera,cassandra,data management,big data","data engineer - big data & analytics,Bengaluru",data engineer big data analytics bengaluru,Engineer
1846,data engineer with a renowned insurance company,SKILLVENTORY,4-8 ,,Bengaluru,"java,big data,power bi,java,nosql,hadoop,scala","data engineer with a renowned insurance company,Bengaluru",data engineer renowned insurance company bengaluru,Engineer
1847,data engineer - oops/ java,S.A.W IT Services Pvt Ltd,6-11 ,,Bengaluru,"java,oracle,big data,java,rdbms,oops,data management","data engineer - oops/ java,Bengaluru",data engineer oops java bengaluru,Engineer
1848,data engineer - data warehousing & modeling,NovoTree Minds Consulting Pvt. Ltd.,6-8 ,,Bengaluru,"big data,nosql,etl tools,data management,hadoop,kafka,spark","data engineer - data warehousing & modeling,Bengaluru",data engineer data warehousing modeling bengaluru,Engineer
1849,data engineer,Marktine,2-5 ,,Jaipur,"computer science,customer acquisition,pdf,infrastructure,informatics,big data,operations,aws","data engineer,Jaipur",data engineer jaipur,Engineer
1850,data modeler,Larsen & Toubro Infotech Limited,7-12 ,,India,"oracle,erp,data analysis,prototype,data modeling,analytical,data structures","data modeler,India",data modeler india,Generic
1851,data architect,CONDECO SOFTWARE PRIVATE LIMITED,10-20 ,,Delhi NCR(Cyber City),"python,testing,data science,machine learning,cloud,big data,power bi","data architect,Delhi NCR(Cyber City)",data architect delhi ncr cyber city,Architect
1852,data analyst / sr.data analyst (us mnc) vadodara,Acumen Training HR Solutions,2-6 ,,"Vadodara, Ahmedabad, Anand","excel,access,sql,python","data analyst / sr.data analyst (us mnc) vadodara,Vadodara, Ahmedabad, Anand",data analyst sr data analyst u mnc vadodara vadodara ahmedabad anand,Analyst
1853,machine learning internship,Codersarts,0-1 ,,Delhi NCR,"computer vision,deep learning,coding,neural networks,django,machine learning,natural language processing,data analytics","machine learning internship,Delhi NCR",machine learning internship delhi ncr,Generic
1854,sr . consultant - data engineering & data science,Acrotrend,6-8 ,,Remote,"java,python,software development,aws,tableau,salesforce,azure","sr . consultant - data engineering & data science,Remote",sr consultant data engineering data science remote,Engineer
1855,sr . consultant - data engineering,Acrotrend,6-8 ,,Remote,"java,python,software development,devops,aws,salesforce,data management","sr . consultant - data engineering,Remote",sr consultant data engineering remote,Engineer
1856,urgently looking for data science trainer | noida,Careerera,3-8 ,,Delhi NCR,"java,python,data science,machine learning,data science,corporate trainer,trainer","urgently looking for data science trainer | noida,Delhi NCR",urgently looking data science trainer noida delhi ncr,Generic
1857,data science trainer | noida |,Careerera,4-8 ,,Delhi NCR,"java,python,data science,machine learning,data science,corporate trainer,trainer","data science trainer | noida |,Delhi NCR",data science trainer noida delhi ncr,Generic
1858,machine learning compiler engineer,"Qualcomm Technologies, Inc",2-6 ,,Bengaluru,"wireless,rtos,computer science,linux,soc,configuration management,machine learning,system design","machine learning compiler engineer,Bengaluru",machine learning compiler engineer bengaluru,Engineer
1859,sr . software engineer - data warehouse,Yash Technologies Pvt ltd,4-9 ,,Indore,"java,python,testing,data science,oracle,big data,computer science","sr . software engineer - data warehouse,Indore",sr software engineer data warehouse indore,Engineer
1860,data engineer,Numadic,1-3 ,,"Panjim, goa",data engineer,"data engineer,Panjim, goa",data engineer panjim goa,Engineer
1861,azure machine learning developer,Cognizant Technology Solutions India Ltd,6-10 ,,Chennai,"java,python,testing,data science,machine learning,cloud,azure","azure machine learning developer,Chennai",azure machine learning developer chennai,Developer
1862,opening -- machine learning python -- mindtree !!,Mindtree Limited,7-12 ,700000 - 1700000 ,Chennai,"python,software development,data science,machine learning,azure,machine learning,python","opening -- machine learning python -- mindtree !!,Chennai",opening machine learning python mindtree chennai,Generic
1863,machine learning performance engineer,"Qualcomm Technologies, Inc",5-7 ,,Bengaluru,"wireless,computer science,c++,jtag,linux,machine learning,system design,pcie","machine learning performance engineer,Bengaluru",machine learning performance engineer bengaluru,Engineer
1864,assistant professor data science & information systems,Krea University,2-5 ,,chittoor,"computer science,deep learning,data science,data management,rdbms,machine learning,assistant professor,research","assistant professor data science & information systems,chittoor",assistant professor data science information system chittoor,Generic
1865,lead engineer -data platform,exponential,3-8 ,,india,"computer science,artificial intelligence,machine learning,scala,data structures,system design,information retrieval,individual contributor","lead engineer -data platform,india",lead engineer data platform india,Lead
1866,data engineer - big data/olap/oltp,TensorGo,5-6 ,,Any Location,"java,python,testing,cloud,big data,aws,java","data engineer - big data/olap/oltp,Any Location",data engineer big data olap oltp location,Engineer
1867,ds (sr.) analyst (machine learning),HyreFox Consultants Pvt Ltd,3-5 ,,Chennai,"ogistic regression,deep learning,statistical modeling,data science,analytical,machine learning,data processing,open source","ds (sr.) analyst (machine learning),Chennai",d sr analyst machine learning chennai,Analyst
1868,data platform engineer,Third Eye,4-5 ,,Kolkata,"java,python,aws,computer science,sql queries,spark,programming","data platform engineer,Kolkata",data platform engineer kolkata,Engineer
1869,data infrastructure engineer,Third Eye,4-5 ,,Kolkata,"python,cloud,jenkins,aws,ecs,amazon redshift,cloud","data infrastructure engineer,Kolkata",data infrastructure engineer kolkata,Engineer
1870,"qa automation engineer (big data, python/perl)","Zscaler, Inc.",3-5 ,,Chandigarh,"python,testing,cloud,big data,unix,linux,development manager","qa automation engineer (big data, python/perl),Chandigarh",qa automation engineer big data python perl chandigarh,Engineer
1871,big data developer - scala/python,Huquo Consulting Pvt. Ltd,3-8 ,,Delhi NCR,"python,software development,testing,devops,devops,software development,scala","big data developer - scala/python,Delhi NCR",big data developer scala python delhi ncr,Developer
1872,big data engineer,"Systech Solutions, Inc",1-4 ,,Chennai,"java,python,testing,cloud,big data,aws,unix","big data engineer,Chennai",big data engineer chennai,Engineer
1873,lead engineer - data platform,exponential,3-6 ,,Delhi NCR,"computer science,artificial intelligence,machine learning,scala,data structures,system design,information retrieval,individual contributor","lead engineer - data platform,Delhi NCR",lead engineer data platform delhi ncr,Lead
1874,data engineer,Fitfyles LLP,3-7 ,,Delhi,"data analysis,relationship executive,architecture,data modeling,analytical,tools,healthcare,ruby on rails","data engineer,Delhi",data engineer delhi,Engineer
1875,software engineer - big data,Yash Technologies Pvt ltd,5-10 ,,Indore,"python,machine learning,cloud,big data,aws,tableau,azure","software engineer - big data,Indore",software engineer big data indore,Engineer
1876,data engineer,KPC Medical College & Hospital,4-8 ,,Kolkata,"ms sql,ssrs,data structures,perl,windows,ssis,business intelligence,microsoft","data engineer,Kolkata",data engineer kolkata,Engineer
1877,big data developer,INFOOBJECTS SOFTWARE ( INDIA) PRIVATE LIMITED,2-7 ,,Jaipur,"java,python,java,rdbms,cloudera,scala,mysql","big data developer,Jaipur",big data developer jaipur,Developer
1878,data engineer,Kieraya Furnishing Solutions Pvt. Ltd,3-8 ,,Not Specified,"computer science,building,tools,service,perl,data visualization,data mining,business executive","data engineer,Not Specified",data engineer specified,Engineer
1879,data engineer - java,BigTapp Analytics Pte Ltd,3-8 ,,Chennai,"java,python,software development,cloud,oracle,big data,aws","data engineer - java,Chennai",data engineer java chennai,Engineer
1880,"staff engineer, data engineering",exponential,3-8 ,,Delhi NCR,"computer science,artificial intelligence,machine learning,scala,data structures,system design,natural language processing,data mining","staff engineer, data engineering,Delhi NCR",staff engineer data engineering delhi ncr,Engineer
1881,data base engineer,Indium Software (India) Limited,2-4 ,,Chennai,"ql queries,data modeling,mysql,disaster recovery,debugging,database,dcl","data base engineer,Chennai",data base engineer chennai,Engineer
1882,big data engineer,ExecBoardinAsia,5-10 ,,india,"mining,text mining,deep learning,scala,log analysis,natural language processing,windows,big data","big data engineer,india",big data engineer india,Engineer
1883,software engineer - data science,Indix,2-5 ,,Chennai,"computer science,data modeling,analytical,machine learning,programming,information retrieval,data visualization,data mining","software engineer - data science,Chennai",software engineer data science chennai,Engineer
